,UniprotID,GO.annotation.,X.1,Notes,Hcategory,Mcategory,Lcategory,category,Chebicategory,decision,importantCategory
1943,Q8IV16,"GO:0035478; F:chylomicron binding; IDA:BHF-UCL, GO:0071813; F:lipoprotein particle binding; IDA:UniProtKB, GO:0035473; F:lipase binding; IPI:BHF-UCL, GO:0008320; F:protein transmembrane transporter activity; ISS:BHF-UCL, GO:0008289; F:lipid binding; IEA:UniProtKB-KW.",7.D. Lipids ,X,,5.F protein,,5.F protein*ISS:BHF-UCL,5.F protein,5.F protein,
1944,Q08417,GO:0004012; F:phospholipid-translocating ATPase activity; IDA:SGD.,7.D. Lipids ,X,NA,NA,NA,NA,NA,NA,
1945,Q9JJ00,"GO:0005509; F:calcium ion binding; ISS:UniProtKB, GO:0042609; F:CD4 receptor binding; ISS:UniProtKB, GO:0005154; F:epidermal growth factor receptor binding; ISS:UniProtKB, GO:0017128; F:phospholipid scramblase activity; ISS:UniProtKB, GO:0017124; F:SH3 domain binding; ISS:UniProtKB, GO:0001077; F:transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding; ISS:UniProtKB, GO:0019899; F:enzyme binding; ISO:MGI, GO:0003677; F:DNA binding; IEA:UniProtKB-KW.",7.D. Lipids ,X,NA,NA,NA,NA,NA,NA,
1946,P69212,"GO:0015606; F:spermidine transmembrane transporter activity; IMP:EcoCyc, GO:0015199; F:amino-acid betaine transmembrane transporter activity; IBA:GO_Central, GO:0015297; F:antiporter activity; IBA:GO_Central, GO:0015220; F:choline transmembrane transporter activity; IBA:GO_Central.",7.D. Lipids ,X,5.E polyamin,5.B amino acid derivative;2.B organic cation,,5.E polyamin*IMP:EcoCyc;5.B amino acid derivative*IBA:GO_Central;2.B organic cation*IBA:GO_Central.,"5.E polyamin,5.B amino acid derivative,2.B organic cation","5.E polyamin,5.B amino acid derivative,2.B organic cation",
1947,Q99758,"GO:0005524; F:ATP binding; TAS:ProtInc, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; TAS:ProtInc, GO:0005319; F:lipid transporter activity; TAS:Reactome, GO:0005215; F:transporter activity; TAS:ProtInc.",7.D. Lipids . 7.B Protein,MC.L2. CONFIDANCE,,7.D Other organic,,7.D Other organic*TAS:Reactome,7.D Other organic,7.D Other organic,
1948,E9PU17,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",7.D. Lipids . 7.B Protein,MC.L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1949,Q9W552,GO:0008565; F:protein transporter activity; IBA:GO_Central.,7.B. Proteins,H. CONFIDANCE,,5.F protein,,5.F protein*IBA:GO_Central.,5.F protein,5.F protein,
1950,O43315,"GO:0015254; F:glycerol channel activity; EXP:Reactome, GO:0015265; F:urea channel activity; EXP:Reactome, GO:0005345; F:purine nucleobase transmembrane transporter activity; IDA:UniProtKB, GO:0005350; F:pyrimidine nucleobase transmembrane transporter activity; IDA:UniProtKB, GO:0015250; F:water channel activity; IDA:UniProtKB, GO:0015288; F:porin activity; NAS:UniProtKB, GO:0005275; F:amine transmembrane transporter activity; TAS:UniProtKB, GO:0046943; F:carboxylic acid transmembrane transporter activity; TAS:UniProtKB, GO:0015166; F:polyol transmembrane transporter activity; TAS:UniProtKB, GO:0005372; F:water transmembrane transporter activity; TAS:UniProtKB.",,X,7.A polyol;7.C amide;7.D Other organic;6.A nucleobase;6.A nucleobase;1.B water,5.D amine,,7.A polyol*EXP:Reactome;7.C amide;7.D Other organic*EXP:Reactome;6.A nucleobase*IDA:UniProtKB;1.B water*IDA:UniProtKB;5.D amine*TAS:UniProtKB;7.D Other organic*TAS:UniProtKB,"7.A polyol,7.C amide;7.D Other organic,6.A nucleobase,1.B water,5.D amine,7.D Other organic","7.A polyol,7.C amide;7.D Other organic,6.A nucleobase,1.B water,5.D amine",
1951,Q9FL59,"GO:0008565; F:protein transporter activity; IMP:UniProtKB, GO:0016757; F:transferase activity, transferring glycosyl groups; IEA:UniProtKB-KW.",,X,5.F protein,,,5.F protein*IMP:UniProtKB,5.F protein,5.F protein,
1952,P02930,"GO:0005216; F:ion channel activity; IDA:CAFA, GO:0015288; F:porin activity; IDA:EcoCyc, GO:0042802; F:identical protein binding; IPI:IntAct, GO:0047485; F:protein N-terminus binding; IPI:CAFA, GO:0015562; F:efflux transmembrane transporter activity; IMP:EcoCyc.",6.A. Multiple drugs,X,1.A Nonselective,,,1.A Nonselective*IDA:CAFA,1.A Nonselective,1.A Nonselective,
1953,P13090,"GO:0080139; F:borate efflux transmembrane transporter activity; IMP:SGD, GO:0015238; F:drug transmembrane transporter activity; IMP:SGD.",7.B. Proteins,X,1.D inorganic anion;OTHER,,,1.D inorganic anion*IMP:SGD;OTHER*IMP:SGD.,"1.D inorganic anion,OTHER",OTHER,
1954,Q9LYT3,"GO:0015299; F:solute:proton antiporter activity; IDA:UniProtKB, GO:0022857; F:transmembrane transporter activity; ISS:TAIR, GO:0015238; F:drug transmembrane transporter activity; IBA:GO_Central.",,X,1.A Nonselective,OTHER,,1.A Nonselective*IDA:UniProtKB;OTHER*IBA:GO_Central.,"1.A Nonselective,OTHER",OTHER,
1955,P60881,"GO:0000149; F:SNARE binding; IDA:RGD, , GO:0005249; F:voltage-gated potassium channel activity; IDA:RGD, GO:0048306; F:calcium-dependent protein binding; IPI:ParkinsonsUK-UCL, GO:0044325; F:ion channel binding; IPI:UniProtKB, GO:0017022; F:myosin binding; IPI:RGD, GO:0019904; F:protein domain specific binding; IPI:RGD, GO:0047485; F:protein N-terminus binding; IPI:RGD, GO:0005484; F:SNAP receptor activity; TAS:RGD.",,X,1.C inorganic cation,,,1.C inorganic cation*IDA:RGD,1.C inorganic cation,1.C inorganic cation,
1956,Q63089,"GO:0005277; F:acetylcholine transmembrane transporter activity; IDA:RGD, GO:0005329; F:dopamine transmembrane transporter activity; IDA:RGD, GO:0008504; F:monoamine transmembrane transporter activity; IDA:RGD, GO:0005333; F:norepinephrine transmembrane transporter activity; IDA:RGD, GO:0015101; F:organic cation transmembrane transporter activity; IDA:RGD, GO:0042803; F:protein homodimerization activity; IDA:RGD, GO:0015651; F:quaternary ammonium group transmembrane transporter activity; IDA:RGD, GO:0008513; F:secondary active organic cation transmembrane transporter activity; IDA:RGD, GO:0042802; F:identical protein binding; IPI:IntAct, GO:0008514; F:organic anion transmembrane transporter activity; IBA:GO_Central.",,X,2.B organic cation;5.G Other oganic amino compounds;2.B organic cation;7.D Other organic,,,2.B organic cation*IDA:RGD;5.G Other oganic amino compounds*IDA:RGD;7.D Other organic*IDA:RGD;2.A organic anion*IBA:GO_Central.,"2.B organic cation,5.G Other oganic amino compounds,7.D Other organic,2.A organic anion","2.B organic cation,5.G Other oganic amino compounds,2.A organic anion",
1957,O17528,GO:0005215; F:transporter activity; IMP:UniProtKB.,,X,NA,NA,NA,NA,NA,NA,
1958,Q7KZN9,"GO:0004129; F:cytochrome-c oxidase activity; TAS:UniProtKB, GO:0016627; F:oxidoreductase activity, acting on the CH-CH group of donors; TAS:Reactome.",,X,NA,NA,NA,NA,NA,NA,
1959,Q9UJ90,"GO:0015459; F:potassium channel regulator activity; IDA:BHF-UCL, GO:0044325; F:ion channel binding; IPI:BHF-UCL, GO:0005249; F:voltage-gated potassium channel activity; IEA:InterPro.",,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
1960,A6NH21,GO:0015194; F:L-serine transmembrane transporter activity; IBA:GO_Central.,,X,,5.A amino acid,,5.A amino acid*IBA:GO_Central.,5.A amino acid,5.A amino acid,
1961,Q5QNI1,GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central.,,X,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
1962,P40416,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IDA:SGD, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",,X,NA,NA,NA,NA,NA,NA,
1963,P56134,GO:0022857; F:transmembrane transporter activity; IC:UniProtKB.,,X,NA,NA,NA,NA,NA,NA,
1964,O75947,"GO:0022857; F:transmembrane transporter activity; IC:UniProtKB, GO:0015078; F:proton transmembrane transporter activity; IEA:InterPro.",,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
1965,P81449,"GO:0005198; F:structural molecule activity; IMP:SGD, GO:0015078; F:proton transmembrane transporter activity; IEA:InterPro.",,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
1966,Q9VAJ3,GO:0005272; F:sodium channel activity; ISS:FlyBase.,,X,,1.C inorganic cation,,1.C inorganic cation*ISS:FlyBase.,1.C inorganic cation,1.C inorganic cation,
1967,Q9VL84,GO:0005272; F:sodium channel activity; ISS:FlyBase.,,X,,1.C inorganic cation,,1.C inorganic cation*ISS:FlyBase.,1.C inorganic cation,1.C inorganic cation,
1968,P31826,"GO:0005524; F:ATP binding; IEA:UniProtKB-KW, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IEA:InterPro.",,X,NA,NA,NA,NA,NA,NA,
1969,Q9BXT2,GO:0005245; F:voltage-gated calcium channel activity; NAS:UniProtKB.,,X,,1.C inorganic cation,,1.C inorganic cation*NAS:UniProtKB.,1.C inorganic cation,1.C inorganic cation,
1970,Q8WXS5,"GO:0016247; F:channel regulator activity; IBA:GO_Central, GO:0005245; F:voltage-gated calcium channel activity; IBA:GO_Central.",,X,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
1971,Q5M8M9,"GO:0005267; F:potassium channel activity; IMP:MGI, GO:0044325; F:ion channel binding; ISO:MGI, GO:0099104; F:potassium channel activator activity; ISO:MGI, GO:0005249; F:voltage-gated potassium channel activity; ISO:MGI.",,X,1.C inorganic cation,,,1.C inorganic cation*IMP:MGI,1.C inorganic cation,1.C inorganic cation,
1972,Q5VT99,"GO:0099104; F:potassium channel activator activity; IDA:UniProtKB, GO:0005249; F:voltage-gated potassium channel activity; IDA:UniProtKB, GO:0044325; F:ion channel binding; IPI:UniProtKB.",,X,1.C inorganic cation,,,1.C inorganic cation*IDA:UniProtKB,1.C inorganic cation,1.C inorganic cation,
1973,P48613,"GO:0017080; F:sodium channel regulator activity; IDA:FlyBase, GO:0005248; F:voltage-gated sodium channel activity; TAS:FlyBase.",,X,,1.C inorganic cation,,1.C inorganic cation*TAS:FlyBase.,1.C inorganic cation,1.C inorganic cation,
1974,Q7SXW0,"GO:0016530; F:metallochaperone activity; ISS:ZFIN, GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.",,X,NA,NA,NA,NA,NA,NA,
1975,Q94KK6,"GO:0005484; F:SNAP receptor activity; IBA:GO_Central, GO:0000149; F:SNARE binding; IBA:GO_Central, GO:0008565; F:protein transporter activity; TAS:TAIR.",,X,,5.F protein,,5.F protein*TAS:TAIR.,5.F protein,5.F protein,
1976,P42838,GO:0004012; F:phospholipid-translocating ATPase activity; IMP:SGD.,,X,NA,NA,NA,NA,NA,NA,
1977,Q8WZ55,"GO:0005247; F:voltage-gated chloride channel activity; TAS:Reactome, GO:0017081; F:chloride channel regulator activity; IEA:Ensembl.",,X,,1.D inorganic anion,,1.D inorganic anion*TAS:Reactome,1.D inorganic anion,1.D inorganic anion,
1978,Q9ET78,"GO:0015278; F:calcium-release channel activity; IMP:UniProtKB, GO:0070300; F:phosphatidic acid binding; ISS:UniProtKB, GO:0005547; F:phosphatidylinositol-3,4,5-trisphosphate binding; ISS:UniProtKB, GO:0080025; F:phosphatidylinositol-3,5-bisphosphate binding; ISS:UniProtKB, GO:0032266; F:phosphatidylinositol-3-phosphate binding; ISS:UniProtKB, GO:0005546; F:phosphatidylinositol-4,5-bisphosphate binding; ISS:UniProtKB, GO:0070273; F:phosphatidylinositol-4-phosphate binding; ISS:UniProtKB, GO:0010314; F:phosphatidylinositol-5-phosphate binding; ISS:UniProtKB, GO:0001786; F:phosphatidylserine binding; ISS:UniProtKB.",,X,1.C inorganic cation,,,1.C inorganic cation*IMP:UniProtKB,1.C inorganic cation,1.C inorganic cation,
1979,Q9NP61,"GO:0005096; F:GTPase activator activity; IDA:UniProtKB, GO:0008565; F:protein transporter activity; NAS:UniProtKB, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW.",,X,,5.F protein,,5.F protein*NAS:UniProtKB,5.F protein,5.F protein,
1980,O74872,GO:0022857; F:transmembrane transporter activity; ISM:PomBase.,,X,NA,NA,NA,NA,NA,NA,
1981,Q17602,"GO:0089720; F:caspase binding; IPI:UniProtKB, GO:0008139; F:nuclear localization sequence binding; IBA:GO_Central, GO:0017056; F:structural constituent of nuclear pore; IBA:GO_Central.",,X,NA,NA,NA,NA,NA,NA,
1982,Q03327,GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.,,X,NA,NA,NA,NA,NA,NA,
1983,P35200,GO:1990050; F:phosphatidic acid transporter activity; IBA:GO_Central.,,X,,7.B organophosphorus,,7.B organophosphorus*IBA:GO_Central.,7.B organophosphorus,7.B organophosphorus,
1984,Q8R1B5,"GO:0000149; F:SNARE binding; IDA:MGI, GO:0005326; F:neurotransmitter transporter activity; IMP:UniProtKB, GO:0019905; F:syntaxin binding; IEA:InterPro.",,X,OTHER,,,OTHER*IMP:UniProtKB,OTHER,OTHER,
1985,Q8IPM8,"GO:0005326; F:neurotransmitter transporter activity; ISS:UniProtKB, GO:0019905; F:syntaxin binding; IEA:InterPro.",,X,,OTHER,,OTHER*ISS:UniProtKB,OTHER,OTHER,
1986,Q9NZP6,"GO:0008139; F:nuclear localization sequence binding; IBA:GO_Central, GO:0017056; F:structural constituent of nuclear pore; IBA:GO_Central.",,X,NA,NA,NA,NA,NA,NA,
1987,O14300,GO:0032977; F:membrane insertase activity; ISO:PomBase.,,X,NA,NA,NA,NA,NA,NA,
1988,Q8I0L6,GO:0008519; F:ammonium transmembrane transporter activity; ISS:dictyBase.,,X,,unspecificed cation,,unspecificed cation*ISS:dictyBase.,unspecificed cation,unspecificed cation,
1989,O34897,GO:0008381; F:mechanosensitive ion channel activity; IBA:GO_Central.,,X,,1.A Nonselective,,1.A Nonselective*IBA:GO_Central.,1.A Nonselective,1.A Nonselective,
1990,P27303,"GO:0042802; F:identical protein binding; IPI:IntAct, GO:0015238; F:drug transmembrane transporter activity; IEA:InterPro.",,X,,,OTHER,OTHER*IEA:InterPro.,OTHER,OTHER,
1991,P00167,"GO:0019899; F:enzyme binding; IPI:BHF-UCL, GO:0004033; F:aldo-keto reductase (NADP) activity; TAS:Reactome, GO:0004129; F:cytochrome-c oxidase activity; TAS:ProtInc, GO:0020037; F:heme binding; IEA:InterPro, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW.",,X,NA,NA,NA,NA,NA,NA,
1992,Q12407,"GO:0022857; F:transmembrane transporter activity; ISS:SGD, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.",,X,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
1993,P02929,"GO:0031992; F:energy transducer activity; IDA:EcoCyc, GO:0019904; F:protein domain specific binding; IPI:CAFA, GO:0015343; F:siderophore transmembrane transporter activity; IEA:InterPro.",,X,,,OTHER,OTHER*IEA:InterPro.,OTHER,OTHER,
1994,Q3UFJ6,"GO:0008201; F:heparin binding; ISS:UniProtKB, GO:0005215; F:transporter activity; IBA:GO_Central.",,X,NA,NA,NA,NA,NA,NA,
1995,P53142,GO:0022857; F:transmembrane transporter activity; ISS:SGD.,,X,NA,NA,NA,NA,NA,NA,
1996,Q6UXN7,"GO:0030943; F:mitochondrion targeting sequence binding; IBA:GO_Central, GO:0015450; F:P-P-bond-hydrolysis-driven protein transmembrane transporter activity; IBA:GO_Central.",,X,,5.F protein,,5.F protein*IBA:GO_Central.,5.F protein,5.F protein,
1997,Q9U4L6,"GO:0015450; F:P-P-bond-hydrolysis-driven protein transmembrane transporter activity; ISS:FlyBase, GO:0015288; F:porin activity; IEA:UniProtKB-KW.",,X,,5.F protein,,5.F protein*ISS:FlyBase,5.F protein,5.F protein,
1998,Q9LHE5,"GO:0015450; F:P-P-bond-hydrolysis-driven protein transmembrane transporter activity; ISS:TAIR, GO:0015288; F:porin activity; IEA:UniProtKB-KW.",,X,,5.F protein,,5.F protein*ISS:TAIR,5.F protein,5.F protein,
1999,A1Z8P9,"GO:0031490; F:chromatin DNA binding; IDA:UniProtKB, GO:0043021; F:ribonucleoprotein complex binding; ISS:FlyBase.",,X,NA,NA,NA,NA,NA,NA,
2000,Q32KP9,"GO:0008536; F:Ran GTPase binding; ISS:UniProtKB, GO:0017056; F:structural constituent of nuclear pore; ISS:GO_Central, GO:0042802; F:identical protein binding; IEA:Ensembl.",,X,NA,NA,NA,NA,NA,NA,
2001,Q86HW7,"GO:0008536; F:Ran GTPase binding; ISS:dictyBase, GO:0017056; F:structural constituent of nuclear pore; ISS:GO_Central.",,X,NA,NA,NA,NA,NA,NA,
2002,P37327,GO:0015499; F:formate transmembrane transporter activity; IBA:GO_Central.,,X,,2.A organic anion,,2.A organic anion*IBA:GO_Central.,2.A organic anion,2.A organic anion,
2003,Q09764,"GO:0015116; F:sulfate transmembrane transporter activity; IBA:GO_Central, GO:0008271; F:secondary active sulfate transmembrane transporter activity; IEA:InterPro.",,X,,1.D inorganic anion,,1.D inorganic anion*IBA:GO_Central,1.D inorganic anion,1.D inorganic anion,
2004,P46482,GO:0015546; F:sulfathiazole transmembrane transporter activity; IBA:GO_Central.,,X,,5.G Other oganic amino compounds;7.C amide,,5.G Other oganic amino compounds;7.C amide*IBA:GO_Central.,5.G Other oganic amino compounds;7.C amide,5.G Other oganic amino compounds;7.C amide,
2005,D6W196,"GO:0005509; F:calcium ion binding; IDA:SGD, GO:0005471; F:ATP:ADP antiporter activity; IMP:SGD.",,X,6.D nucleotide,,,6.D nucleotide*IMP:SGD.,6.D nucleotide,6.D nucleotide,
2006,Q91Y94,GO:0004129; F:cytochrome-c oxidase activity; TAS:RGD.,,X,NA,NA,NA,NA,NA,NA,
2007,P53389,"GO:0015665; F:alcohol transmembrane transporter activity; IMP:SGD, GO:0022890; F:inorganic cation transmembrane transporter activity; IMP:SGD.",,X,7.D Other organic;1.C inorganic cation,,,7.D Other organic*IMP:SGD;1.C inorganic cation*IMP:SGD.,"7.D Other organic,1.C inorganic cation",7.D Other organic,
2008,Q8VHK5,"GO:0008565; F:protein transporter activity; ISO:MGI, GO:0044877; F:protein-containing complex binding; ISO:MGI.",,X,,5.F protein,,5.F protein*ISO:MGI,5.F protein,5.F protein,
2009,Q96H78,GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.,,X,NA,NA,NA,NA,NA,NA,
2010,P0CF19,GO:0022857; F:transmembrane transporter activity; ISM:SGD.,,X,NA,NA,NA,NA,NA,NA,
2011,O74899,"GO:0031925; F:pyridoxal transmembrane transporter activity; ISS:PomBase, GO:0031927; F:pyridoxamine transmembrane transporter activity; ISS:PomBase, GO:0031928; F:pyridoxine transmembrane transporter activity; ISS:PomBase.",,X,,7.D Other organic,,7.D Other organic*ISS:PomBase,7.D Other organic,7.D Other organic,
2012,Q58442,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,,X,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
2013,Q05131,GO:0015248; F:sterol transporter activity; ISS:SGD.,,X,,7.D Other organic,,7.D Other organic*ISS:SGD.,7.D Other organic,7.D Other organic,
2014,P38087,GO:0005342; F:organic acid transmembrane transporter activity; IGI:SGD.,,X,7.D Other organic,,,7.D Other organic*IGI:SGD.,7.D Other organic,7.D Other organic,
2015,Q08234,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; ISS:SGD, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",,X,NA,NA,NA,NA,NA,NA,
2016,P0CF20,GO:0022857; F:transmembrane transporter activity; ISM:SGD.,,X,NA,NA,NA,NA,NA,NA,
2017,Q10937,GO:0022841; F:potassium ion leak channel activity; IBA:GO_Central.,,X,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
2018,Q94BZ1,GO:0022821; F:potassium ion antiporter activity; IGI:TAIR.,,X,1.C inorganic cation,,,1.C inorganic cation*IGI:TAIR.,1.C inorganic cation,1.C inorganic cation,
2019,Q9S814,"GO:0003729; F:mRNA binding; IDA:TAIR, GO:0046873; F:metal ion transmembrane transporter activity; IEA:InterPro.",,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
2020,P53918,"GO:0005215; F:transporter activity; ISS:SGD, GO:0015293; F:symporter activity; IEA:UniProtKB-KW.",,X,NA,NA,NA,NA,NA,NA,
2021,Q54GU0,GO:0015446; F:ATPase-coupled arsenite transmembrane transporter activity; ISS:dictyBase.,,X,,unspecificed anion,,unspecificed anion*ISS:dictyBase.,unspecificed anion,unspecificed anion,
2022,Q20799,"GO:0015217; F:ADP transmembrane transporter activity; IBA:GO_Central, GO:0005347; F:ATP transmembrane transporter activity; IBA:GO_Central, GO:0005509; F:calcium ion binding; IEA:InterPro.",,X,,6.D nucleotide,,6.D nucleotide*IBA:GO_Central,6.D nucleotide,6.D nucleotide,
2023,Q9MAG3,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",,X,NA,NA,NA,NA,NA,NA,
2024,Q8LPQ6,"GO:0005215; F:transporter activity; ISS:TAIR, GO:0005524; F:ATP binding; IEA:UniProtKB-KW, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IEA:InterPro.",,X,NA,NA,NA,NA,NA,NA,
